"","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","W19","W20","W21","W22","W23","W24","W25","A","Y"
"1",0,0.443277274635647,1.10324430113478,1,-2.25642330675911,8.55631844107751,5.0749094863153,-9.02983108688939,-1.66377521513415,4.17336556431905,0.130955953953824,0.831479666041742,5.98179504556541,2.38231764652445,-3.95036987455607,5.41240743863323,1.63314932418861,1.75207482810074,7.08034364938706,-3.29001432864976,1.47026054758795,3.51023166387042,3.56810961833238,-5.65405043211137,-3.09192667997152,0,0
"2",0,0.497378544676692,0.377638291732049,1,4.09049483264404,5.75886791715473,2.18071824414071,-3.00073649900067,7.80243073853137,7.74927934950393,2.68047950151943,-0.233868496264151,-2.58375091550705,3.94218223937453,5.44323196044525,-6.24709454414406,1.37499324403573,0.44402443744043,-2.43630302227072,-6.15118489525318,2.32443665622308,0.677609743269984,4.39048853300024,2.16896936384974,-4.45319615523644,0,1
"3",1,0.28513014587288,7.85735312672549,1,-3.81779707049409,7.37719743677705,1.8104515415118,-10.0787716970358,4.98348084094707,-2.59442777675807,-0.926803947370612,3.69504498959513,9.16156674715801,-7.20235042514725,0.350677955608234,11.5736946084859,-8.34721577007564,-0.766005854643547,1.33829752382403,-6.97046198805165,9.24048659429086,-2.54582003575462,-1.10881601213326,-1.70516662085495,-6.71509929005969,0,1
"4",1,0.254499307696476,1.4576967626077,1,3.95022410727183,-0.307019262661043,-6.25038802601148,-11.6187532852005,-1.40834782878972,-1.10450305878268,4.0169194849973,5.76566008630859,-0.509212491830676,-13.0696102204748,0.589953770890544,13.2140200807567,-3.80308013475716,-6.41245927292346,4.22610133162296,0.276537592786691,-1.12347272968513,-1.93765098078909,3.11404196437319,2.96044081443751,-8.7122794678535,0,1
"5",0,0.41749772306148,2.11091821501191,1,-6.64316193446866,-1.33880628696672,-1.15772371905018,-13.3125374042588,0.611196262523894,2.8998095984175,0.993383398325694,2.63236177860516,-6.13590072931588,-1.32822436231898,-0.948064073858682,10.3363906638962,-6.64016852119083,-5.34065420244138,-1.22794789178368,-10.9630751694825,1.10637296284639,4.51828825737989,-4.05879790628738,-4.68198908419938,1.23431889381082,0,0
"6",1,0.528573538870516,-1.38513685991576,0,2.36939928269139,-3.25197262805159,-5.53258363667224,-0.438921861413479,0.511725439193376,-11.5169208552286,-6.59164772163776,-3.81926441114135,1.35962902715364,-7.04894012022895,-3.86825092843243,2.50942263313233,1.99944526167977,1.83405363367552,1.94737525159769,-1.9724025813248,3.33001844163426,-1.58481163518052,2.3294656283011,-0.342533534122923,-4.06199039544812,0,1
"7",0,0.454062868086815,8.09421218943661,1,-5.04699547323843,2.7560926693578,6.83644048440807,-0.952341522427788,-7.73383462285953,8.40018856309864,-2.70201676472248,-4.75462686261432,1.58538953194013,4.8105052799201,1.54937234675336,7.94027205154963,3.94562679362801,1.81892362783832,-0.918826170422344,-8.41597986932222,0.792230989564993,-1.8632850793295,1.32891203021112,-6.01836039547541,7.00730981361778,0,0
"8",1,0.570533852098968,-6.18575315801679,0,5.09641864958602,-0.186425514134926,0.00729015956878955,5.53886183998063,11.3434643459689,0.485069692307778,-0.885924038340408,2.73543402013646,8.69829104350187,2.91108550300811,-7.41921129425622,-14.3963143574129,-1.8354193672565,6.6489019359184,-5.52907161395225,4.91999064831564,0.162601551304602,-6.71693560648837,0.903897918540774,5.40164933120139,-6.12535216033016,0,1
"9",0,0.507012556903167,-6.2223944444555,0,-2.56671261527863,-3.24122950502105,4.6946025739223,-7.51813132978777,-2.55903392096432,-10.939560875099,-0.231495792660995,0.924495567931046,-12.5284132864677,6.75531835016209,0.297149825242422,7.78014661402962,0.353760670410615,1.40712391070023,6.7538131342563,-1.60707598255265,1.21646576073292,5.59298501950698,1.18877897954113,-4.23187945840266,6.65578971692417,1,0
"10",1,0.435582776517692,0.0421082502391014,1,2.14459665199071,3.96412254467501,-9.92367129401862,4.28407207254735,-3.18304176922065,5.96606680536896,7.87981836317708,-9.03480337885233,1.53774058174716,-2.72969847039362,-9.4065589679823,1.76357164258234,-5.17950493371833,-9.36199617104589,3.0753153098365,-15.4440447598329,-2.59022604611889,14.4034832006117,4.70475981766421,0.67313655358191,6.00126226363028,1,1
"11",0,0.552485184285877,-7.64955276850247,0,-8.98074326869525,4.41021835570964,3.07718253376252,-6.41522053828012,4.56876097539464,5.14703359473784,-8.80555591135972,0.146728437204894,-5.47425371935613,5.08497844024721,-13.2842953667982,5.862924371724,0.45973532007047,-4.97468132540802,4.67314647249681,0.525166235456247,-3.96617358937421,6.37544756664956,-0.217211927947569,-3.81792512844107,0.10689339765874,1,0
"12",1,0.433986910868765,0.666631985636243,1,-4.78211568255767,-3.50059938837725,-0.542205735922779,-4.87360260761618,-2.793052953597,-4.66939599578639,3.14318673334395,4.73762582668043,-6.1150170348464,-4.57123186317502,4.20400171265676,4.8605197689393,-1.30548708445101,-2.88064151789582,2.928922683874,1.10922066009356,-2.88359199701042,-0.459447265759183,-0.642226980899832,3.00385541446108,5.5111864544817,0,1
"13",1,0.328095975345641,0.561895266880536,1,4.01631771785825,1.28274558959256,-4.53455761395126,-0.595363109472884,-3.57289560089363,0.341006747744349,-2.8758589916044,-5.61705251396474,4.97966332953296,-4.99610271069477,-1.28766389178318,0.568613362138453,-4.8287648428291,-2.00903672783037,-3.09073931445239,1.74602171533395,-3.86469181189947,-0.866318676677101,2.73057258241041,0.378378862161191,-8.16175303270226,0,1
"14",0,0.569773166303624,-2.56476891535546,0,-1.52861597387238,0.668559550918437,0.824753894692814,-1.11618305203192,1.02302906171457,1.77082517366358,-2.98850645722747,3.16154577740792,-2.59121212563582,1.17300631178612,0.0558034167444192,3.89087008788469,2.15486144155798,-2.01064991601181,2.68316978997618,6.21553568869963,0.400858873623122,2.22685508746759,-4.36619447358258,1.20691835954161,-1.93204578363762,0,0
"15",0,0.547366321230746,8.17595578313938,1,5.38237453722397,3.2526850529546,2.84880758609666,-2.62749398039986,-6.49642585208352,2.86135417660915,4.23866311037218,-4.10855086100713,0.777135135451221,1.06716526919693,11.564614881454,-2.2332850376679,6.09276275100435,11.3261059750489,-2.0982477666491,-0.472372368577787,0.686437246560753,-7.13566962038428,0.677473983503843,-6.0607257182909,-2.21799836660024,1,1
"16",0,0.770024178233611,0.389764155345719,1,3.13714427791749,-4.40981997811495,5.11319559365557,0.938139312231479,-5.56301877706482,-16.9175401887091,-5.22496254148792,-6.19515070628398,7.16982699239051,8.74158546160955,1.52723460617853,2.02952113813844,4.8443772778188,8.54581645538758,0.787048388314381,1.48696373809711,11.1914931224388,-7.39563651736061,0.177470901079037,-0.293756757929787,8.34449398102025,1,1
"17",1,0.488468945191337,-1.44875569710839,0,-0.0589885409114862,-4.85573905637099,-1.90647426439155,6.59988636898488,-7.0589041134494,1.37116208700504,0.992543851668214,-3.93101426044812,0.671340451981615,1.75318508241925,-1.10630199452477,3.2157328982322,-2.35486752061258,-0.597647619211108,0.776063284119399,1.75097499092986,-8.19627499901667,1.1288764544649,1.00684515382266,1.41109551705138,4.70211465739311,0,1
"18",1,0.512016256308607,5.47242934087904,1,-0.399063115182673,-2.42828937501464,-2.25681231677026,3.43634809007773,-1.40513823969637,-1.03255213079516,0.203896411386567,-5.33772202484946,-0.11567832523038,2.11070073870337,-1.58417153819273,-3.84208934322633,-3.96718042243193,-11.8859523587941,-3.16507678491418,-12.7109009388912,-6.33153040671784,3.79067363594001,5.30817461778743,3.35187098789628,-2.63055969851854,0,1
"19",1,0.342150440752026,1.58363519075867,1,2.84561742218487,0.949862311920166,1.31908531299326,-7.81783257288875,-4.68633166648638,4.96517448651603,13.1451595368978,5.20894254693928,-8.4620334168306,-5.00828755097241,-2.29170291517731,-2.29428051181979,-5.68409179467667,-5.38208618603941,-4.51726053702611,-3.37467665026124,0.172521434049075,1.84163266429603,6.4634774999381,-3.02157614110034,1.61766262182612,0,1
"20",0,0.472200347141848,0.664984342963696,1,4.01132247659886,1.16104292737277,0.57286661623574,-0.807652283816606,0.0812830333733187,1.37424769393843,5.57867470754032,0.560121351101234,-6.4402768474553,-0.494610503175685,-0.61197005031803,-3.61556364320966,2.7742217715215,6.92373775017316,-3.13266732301439,-1.84064970039636,5.34615138293971,0.0048876853837906,-1.32223853307816,0.124047693871469,4.15950283771366,1,1
"21",0,0.725194804130795,-7.4087851149798,0,3.55028127445331,0.700009091227318,-2.15884070030984,4.40341753822246,2.07181578592441,3.64527905972554,-4.54854717270834,2.18305123867926,7.03058329340371,-0.803547769989662,0.584555189212451,-4.85599171430238,5.24814247782003,-1.71191653729379,0.580646133734444,7.52338295738984,0.722139438428072,-1.5287982006577,0.601441123996115,9.46877138575572,3.67950494827433,0,1
"22",0,0.335162471712918,-0.103565603480358,0,-6.05978891649018,5.57236687678311,-3.55270917844831,0.207977593653203,0.447414590702194,12.3188654812088,2.77435475055753,7.12572445034835,-10.7877807507417,-1.67967846666474,-6.67068176231105,5.51847888372467,-3.7677094328988,-15.1896475922213,0.80983310309701,-3.84423621223217,-4.56693120438419,7.82467829126541,6.01144066214011,-4.31792357948727,4.92932547170021,1,0
"23",1,0.125166748053537,-2.21260648707716,0,2.27078553150988,4.19614777108987,-3.85404874043974,5.8831019403564,-5.28583360898936,5.4514438713422,-2.99791454506943,-4.48082586143449,10.4767178929635,-7.22930342897724,-6.47484656553286,5.84985924027502,5.03530915311558,5.15599529219945,-0.402434497190549,1.18388341696436,-0.272861750768853,3.29274921065959,0.797312246274999,-4.20270166042032,-1.18187125083993,0,1
"24",1,0.346101632549797,14.1608732946538,1,-7.22782694374833,6.00095480038435,2.86259476372059,-1.37945656136949,-0.543255319251377,10.137108361446,-3.66385867697525,-2.06149668512526,14.3776598472457,-4.54401502015504,-5.69796038075351,8.67664794531377,-8.95930640592572,-5.51554042447707,5.11429958042673,-10.9075967895433,-7.27353432241082,-0.593318387764532,-0.421290952262768,-9.43178537254331,-11.7006581721031,0,1
"25",1,0.740744634882507,-1.15400090103165,0,-5.23798016547621,0.815013874652556,4.35268437365079,4.07880014906896,-0.660002024958433,-10.5447384804549,-5.244816273961,2.20517665629753,0.723511993324016,8.88013791760997,2.49312335957155,8.12854159791426,-2.55821691794154,-2.10921079554952,6.2312075543798,9.3146897253364,1.95140465157383,4.51648995680567,-8.63041345178771,-2.47282865950433,4.54845879791054,1,1
"26",1,0.30022448467724,12.4400956086032,1,7.18081257263897,6.26448844127522,3.96183257863818,3.976353832024,0.328614570887855,-10.9798095253152,-1.9128239737423,8.17025065678306,16.7609353561541,-5.72741783762107,-5.31517568408896,6.41128539959952,1.37135020037099,2.44719246743506,3.01095154688885,6.18993236195955,7.79840390186324,-14.3114832274163,7.06208066734764,1.49647654777686,-6.4195009156478,1,1
